User_ID,Age,Gender,Platform,Daily_Usage_Time (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion,Dominant_Emotion (Numerical)
455,31,Male,LinkedIn,60,1,15,7,17,Anxiety,3
456,22,Female,Whatsapp,70,2,42,10,21,Anxiety,3
457,25,Male,Telegram,90,3,22,11,22,Boredom,2
458,29,Non-binary,Snapchat,50,2,18,7,18,Sadness,5
459,28,Female,Twitter,95,4,48,22,25,Happiness,0
460,27,Male,Facebook,60,1,12,5,15,Boredom,2
461,30,Female,Instagram,175,6,72,30,33,Happiness,0
462,23,Male,Whatsapp,70,3,22,10,18,Anger,4
463,34,Non-binary,Telegram,80,2,21,8,20,Neutral,1
464,26,Female,Snapchat,120,4,55,18,30,Anxiety,3
465,25,Male,Twitter,90,6,42,14,26,Sadness,5
466,29,Non-binary,Facebook,60,1,12,4,12,Boredom,2
467,28,Male,Instagram,165,5,78,23,35,Happiness,0
468,31,Female,Whatsapp,65,2,27,10,20,Neutral,1
469,27,Male,Telegram,105,3,48,20,28,Anxiety,3
470,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,5
471,24,Female,Instagram,140,4,65,22,30,Happiness,0
472,35,Male,Twitter,70,1,13,8,10,Boredom,2
473,21,Non-binary,Facebook,55,3,17,7,12,Neutral,1
474,29,Female,Whatsapp,90,2,24,12,22,Anger,4
475,25,Male,Telegram,80,4,30,13,25,Neutral,1
476,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,3
477,32,Female,Instagram,155,6,75,25,38,Happiness,0
478,26,Male,Twitter,75,2,23,12,18,Sadness,5
479,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,3
480,27,Female,Whatsapp,90,4,37,18,20,Neutral,1
481,31,Male,Telegram,50,2,20,10,12,Sadness,5
482,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,0
483,34,Female,Instagram,120,5,60,25,25,Anger,4
484,22,Male,Twitter,70,1,22,7,22,Neutral,1
485,29,Non-binary,Facebook,75,2,20,8,20,Boredom,2
486,28,Female,Whatsapp,100,4,37,14,26,Anxiety,3
487,31,Male,Telegram,85,3,45,20,28,Sadness,5
488,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,1
489,25,Female,Instagram,170,6,83,30,33,Happiness,0
490,30,Male,Twitter,70,2,30,12,20,Anxiety,3
491,27,Non-binary,Facebook,50,1,10,4,10,Boredom,2
492,32,Female,Whatsapp,105,4,55,25,25,Anger,4
493,24,Male,Telegram,75,3,37,16,22,Neutral,1
494,29,Female,Snapchat,95,2,23,10,28,Sadness,5
495,26,Male,Instagram,150,5,70,25,30,Anxiety,3
496,33,Non-binary,Twitter,85,4,35,18,18,Boredom,2
497,22,Female,Facebook,70,1,14,6,10,Neutral,1
498,35,Male,Whatsapp,110,3,50,25,25,Happiness,0
499,28,Non-binary,Telegram,60,2,18,8,18,Anger,4
500,27,Female,Snapchat,120,4,40,18,22,Neutral,1
501,25,Female,Instagram,120,5,50,20,25,Happiness,0
502,30,Male,Twitter,90,4,30,20,22,Anger,4
503,22,Non-binary,Facebook,60,2,20,10,15,Neutral,1
504,28,Female,Instagram,200,8,110,40,45,Anxiety,3
505,33,Male,LinkedIn,45,1,10,5,12,Boredom,2
506,21,Male,Instagram,150,5,65,25,30,Happiness,0
507,27,Female,Twitter,85,3,40,18,20,Anger,4
508,24,Non-binary,Facebook,110,6,35,16,25,Sadness,5
509,29,Female,LinkedIn,55,2,15,5,10,Neutral,1
510,31,Male,Instagram,170,7,90,35,40,Happiness,0
511,23,Female,Twitter,75,4,45,20,25,Anxiety,3
512,26,Non-binary,Facebook,95,3,30,14,18,Sadness,5
513,34,Male,LinkedIn,65,1,14,6,15,Boredom,2
514,22,Female,Instagram,180,8,100,38,45,Happiness,0
515,28,Male,Twitter,100,6,50,30,29,Anger,4
516,21,Non-binary,Facebook,40,1,10,4,12,Neutral,1
517,35,Female,Instagram,125,5,65,22,28,Anxiety,3
518,27,Male,Twitter,90,3,40,16,24,Sadness,5
519,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral,1
520,32,Female,Instagram,140,6,75,28,30,Happiness,0
521,26,Male,Facebook,75,2,30,14,20,Anxiety,3
522,24,Female,Twitter,105,4,35,20,23,Anger,4
523,29,Male,LinkedIn,60,2,17,8,15,Boredom,2
524,33,Non-binary,Instagram,190,8,105,36,50,Happiness,0
525,22,Female,Twitter,70,3,25,16,15,Sadness,5
526,31,Male,Facebook,80,2,20,10,20,Neutral,1
527,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety,3
528,25,Female,Instagram,160,6,85,26,30,Happiness,0
529,30,Male,Twitter,90,4,43,19,24,Anger,4
530,26,Non-binary,Facebook,45,1,8,4,12,Sadness,5
531,34,Female,LinkedIn,65,2,17,5,14,Boredom,2
532,28,Male,Instagram,145,7,80,30,35,Happiness,0
533,23,Non-binary,Twitter,70,3,30,14,18,Neutral,1
534,21,Female,Instagram,130,6,95,22,28,Sadness,5
535,29,Male,Facebook,65,2,27,11,22,Anxiety,3
536,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom,2
537,33,Female,Instagram,170,7,95,30,38,Happiness,0
538,27,Male,Twitter,85,4,45,18,24,Anger,4
539,22,Female,Instagram,115,3,60,17,30,Neutral,1
540,28,Non-binary,Facebook,100,2,22,12,25,Anxiety,3
541,31,Male,LinkedIn,45,1,9,4,10,Sadness,5
542,25,Female,Instagram,150,6,90,26,30,Happiness,0
543,29,Male,Twitter,95,4,50,22,22,Anger,4
544,23,Non-binary,Facebook,105,2,25,12,18,Neutral,1
545,35,Female,LinkedIn,60,1,15,7,14,Boredom,2
546,30,Male,Instagram,175,7,100,33,38,Happiness,0
547,21,Female,Twitter,90,3,37,14,20,Sadness,5
548,26,Non-binary,Facebook,75,2,30,12,18,Anxiety,3
549,32,Male,Instagram,130,5,80,28,31,Neutral,1
550,28,Female,LinkedIn,55,1,12,6,10,Boredom,2
551,27,Male,Instagram,165,6,85,30,28,Happiness,0
552,24,Female,Twitter,75,3,33,18,19,Anger,4
553,29,Non-binary,Facebook,85,2,27,9,20,Neutral,1
554,33,Female,Instagram,145,4,65,23,35,Sadness,5
555,31,Male,LinkedIn,60,1,15,7,17,Anxiety,3
556,22,Female,Whatsapp,70,2,42,10,21,Anxiety,3
557,25,Male,Telegram,90,3,22,11,22,Boredom,2
558,29,Non-binary,Snapchat,50,2,18,7,18,Sadness,5
559,28,Female,Twitter,95,4,48,22,25,Happiness,0
560,27,Male,Facebook,60,1,12,5,15,Boredom,2
561,30,Female,Instagram,175,6,72,30,33,Happiness,0
562,23,Male,Whatsapp,70,3,22,10,18,Anger,4
563,34,Non-binary,Telegram,80,2,21,8,20,Neutral,1
564,26,Female,Snapchat,120,4,55,18,30,Anxiety,3
565,25,Male,Twitter,90,6,42,14,26,Sadness,5
566,29,Non-binary,Facebook,60,1,12,4,12,Boredom,2
567,28,Male,Instagram,165,5,78,23,35,Happiness,0
568,31,Female,Whatsapp,65,2,27,10,20,Neutral,1
569,27,Male,Telegram,105,3,48,20,28,Anxiety,3
570,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,5
571,24,Female,Instagram,140,4,65,22,30,Happiness,0
572,35,Male,Twitter,70,1,13,8,10,Boredom,2
573,21,Non-binary,Facebook,55,3,17,7,12,Neutral,1
574,29,Female,Whatsapp,90,2,24,12,22,Anger,4
575,25,Male,Telegram,80,4,30,13,25,Neutral,1
576,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,3
577,32,Female,Instagram,155,6,75,25,38,Happiness,0
578,26,Male,Twitter,75,2,23,12,18,Sadness,5
579,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,3
580,27,Female,Whatsapp,90,4,37,18,20,Neutral,1
581,31,Male,Telegram,50,2,20,10,12,Sadness,5
582,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,0
583,34,Female,Instagram,120,5,60,25,25,Anger,4
584,22,Male,Twitter,70,1,22,7,22,Neutral,1
585,29,Non-binary,Facebook,75,2,20,8,20,Boredom,2
586,28,Female,Whatsapp,100,4,37,14,26,Anxiety,3
587,31,Male,Telegram,85,3,45,20,28,Sadness,5
588,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,1
589,25,Female,Instagram,170,6,83,30,33,Happiness,0
590,30,Male,Twitter,70,2,30,12,20,Anxiety,3
591,27,Non-binary,Facebook,50,1,10,4,10,Boredom,2
592,32,Female,Whatsapp,105,4,55,25,25,Anger,4
593,24,Male,Telegram,75,3,37,16,22,Neutral,1
594,29,Female,Snapchat,95,2,23,10,28,Sadness,5
595,26,Male,Instagram,150,5,70,25,30,Anxiety,3
596,33,Non-binary,Twitter,85,4,35,18,18,Boredom,2
597,22,Female,Facebook,70,1,14,6,10,Neutral,1
598,35,Male,Whatsapp,110,3,50,25,25,Happiness,0
599,28,Non-binary,Telegram,60,2,18,8,18,Anger,4
600,27,Female,Snapchat,120,4,40,18,22,Neutral,1
601,25,Female,Instagram,120,5,50,20,25,Happiness,0
602,30,Male,Twitter,90,4,30,20,22,Anger,4
603,22,Non-binary,Facebook,60,2,20,10,15,Neutral,1
604,28,Female,Instagram,200,8,110,40,45,Anxiety,3
605,33,Male,LinkedIn,45,1,10,5,12,Boredom,2
606,21,Male,Instagram,150,5,65,25,30,Happiness,0
607,27,Female,Twitter,85,3,40,18,20,Anger,4
608,24,Non-binary,Facebook,110,6,35,16,25,Sadness,5
609,29,Female,LinkedIn,55,2,15,5,10,Neutral,1
610,31,Male,Instagram,170,7,90,35,40,Happiness,0
611,23,Female,Twitter,75,4,45,20,25,Anxiety,3
612,26,Non-binary,Facebook,95,3,30,14,18,Sadness,5
613,34,Male,LinkedIn,65,1,14,6,15,Boredom,2
614,22,Female,Instagram,180,8,100,38,45,Happiness,0
615,28,Male,Twitter,100,6,50,30,29,Anger,4
616,21,Non-binary,Facebook,40,1,10,4,12,Neutral,1
617,35,Female,Instagram,125,5,65,22,28,Anxiety,3
618,27,Male,Twitter,90,3,40,16,24,Sadness,5
619,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral,1
620,32,Female,Instagram,140,6,75,28,30,Happiness,0
621,26,Male,Facebook,75,2,30,14,20,Anxiety,3
622,24,Female,Twitter,105,4,35,20,23,Anger,4
623,29,Male,LinkedIn,60,2,17,8,15,Boredom,2
624,33,Non-binary,Instagram,190,8,105,36,50,Happiness,0
625,22,Female,Twitter,70,3,25,16,15,Sadness,5
626,31,Male,Facebook,80,2,20,10,20,Neutral,1
627,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety,3
628,25,Female,Instagram,160,6,85,26,30,Happiness,0
629,30,Male,Twitter,90,4,43,19,24,Anger,4
630,26,Non-binary,Facebook,45,1,8,4,12,Sadness,5
631,34,Female,LinkedIn,65,2,17,5,14,Boredom,2
632,28,Male,Instagram,145,7,80,30,35,Happiness,0
633,23,Non-binary,Twitter,70,3,30,14,18,Neutral,1
634,21,Female,Instagram,130,6,95,22,28,Sadness,5
635,29,Male,Facebook,65,2,27,11,22,Anxiety,3
636,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom,2
637,33,Female,Instagram,170,7,95,30,38,Happiness,0
638,27,Male,Twitter,85,4,45,18,24,Anger,4
639,22,Female,Instagram,115,3,60,17,30,Neutral,1
640,28,Non-binary,Facebook,100,2,22,12,25,Anxiety,3
641,31,Male,LinkedIn,45,1,9,4,10,Sadness,5
642,25,Female,Instagram,150,6,90,26,30,Happiness,0
643,29,Male,Twitter,95,4,50,22,22,Anger,4
644,23,Non-binary,Facebook,105,2,25,12,18,Neutral,1
645,35,Female,LinkedIn,60,1,15,7,14,Boredom,2
646,30,Male,Instagram,175,7,100,33,38,Happiness,0
647,21,Female,Twitter,90,3,37,14,20,Sadness,5
648,26,Non-binary,Facebook,75,2,30,12,18,Anxiety,3
649,32,Male,Instagram,130,5,80,28,31,Neutral,1
650,28,Female,LinkedIn,55,1,12,6,10,Boredom,2
651,27,Male,Instagram,165,6,85,30,28,Happiness,0
652,24,Female,Twitter,75,3,33,18,19,Anger,4
653,29,Non-binary,Facebook,85,2,27,9,20,Neutral,1
654,33,Female,Instagram,145,4,65,23,35,Sadness,5
655,31,Male,LinkedIn,60,1,15,7,17,Anxiety,3
656,22,Female,Whatsapp,70,2,42,10,21,Anxiety,3
657,25,Male,Telegram,90,3,22,11,22,Boredom,2
658,29,Non-binary,Snapchat,50,2,18,7,18,Sadness,5
659,28,Female,Twitter,95,4,48,22,25,Happiness,0
660,27,Male,Facebook,60,1,12,5,15,Boredom,2
661,30,Female,Instagram,175,6,72,30,33,Happiness,0
662,23,Male,Whatsapp,70,3,22,10,18,Anger,4
663,34,Non-binary,Telegram,80,2,21,8,20,Neutral,1
664,26,Female,Snapchat,120,4,55,18,30,Anxiety,3
665,25,Male,Twitter,90,6,42,14,26,Sadness,5
666,29,Non-binary,Facebook,60,1,12,4,12,Boredom,2
667,28,Male,Instagram,165,5,78,23,35,Happiness,0
668,31,Female,Whatsapp,65,2,27,10,20,Neutral,1
669,27,Male,Telegram,105,3,48,20,28,Anxiety,3
670,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,5
671,24,Female,Instagram,140,4,65,22,30,Happiness,0
672,35,Male,Twitter,70,1,13,8,10,Boredom,2
673,21,Non-binary,Facebook,55,3,17,7,12,Neutral,1
674,29,Female,Whatsapp,90,2,24,12,22,Anger,4
675,25,Male,Telegram,80,4,30,13,25,Neutral,1
676,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,3
677,32,Female,Instagram,155,6,75,25,38,Happiness,0
678,26,Male,Twitter,75,2,23,12,18,Sadness,5
679,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,3
680,27,Female,Whatsapp,90,4,37,18,20,Neutral,1
681,31,Male,Telegram,50,2,20,10,12,Sadness,5
682,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,0
683,34,Female,Instagram,120,5,60,25,25,Anger,4
684,22,Male,Twitter,70,1,22,7,22,Neutral,1
685,29,Non-binary,Facebook,75,2,20,8,20,Boredom,2
686,28,Female,Whatsapp,100,4,37,14,26,Anxiety,3
687,31,Male,Telegram,85,3,45,20,28,Sadness,5
688,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,1
689,25,Female,Instagram,170,6,83,30,33,Happiness,0
690,30,Male,Twitter,70,2,30,12,20,Anxiety,3
691,27,Non-binary,Facebook,50,1,10,4,10,Boredom,2
692,32,Female,Whatsapp,105,4,55,25,25,Anger,4
693,24,Male,Telegram,75,3,37,16,22,Neutral,1
694,29,Female,Snapchat,95,2,23,10,28,Sadness,5
695,26,Male,Instagram,150,5,70,25,30,Anxiety,3
696,33,Non-binary,Twitter,85,4,35,18,18,Boredom,2
697,22,Female,Facebook,70,1,14,6,10,Neutral,1
698,35,Male,Whatsapp,110,3,50,25,25,Happiness,0
699,28,Non-binary,Telegram,60,2,18,8,18,Anger,4
700,27,Female,Snapchat,120,4,40,18,22,Neutral,1
701,25,Female,Instagram,120,5,50,20,25,Happiness,0
702,30,Male,Twitter,90,4,30,20,22,Anger,4
703,22,Non-binary,Facebook,60,2,20,10,15,Neutral,1
704,28,Female,Instagram,200,8,110,40,45,Anxiety,3
705,33,Male,LinkedIn,45,1,10,5,12,Boredom,2
706,21,Male,Instagram,150,5,65,25,30,Happiness,0
707,27,Female,Twitter,85,3,40,18,20,Anger,4
708,24,Non-binary,Facebook,110,6,35,16,25,Sadness,5
709,29,Female,LinkedIn,55,2,15,5,10,Neutral,1
710,31,Male,Instagram,170,7,90,35,40,Happiness,0
711,23,Female,Twitter,75,4,45,20,25,Anxiety,3
712,26,Non-binary,Facebook,95,3,30,14,18,Sadness,5
713,34,Male,LinkedIn,65,1,14,6,15,Boredom,2
714,22,Female,Instagram,180,8,100,38,45,Happiness,0
715,28,Male,Twitter,100,6,50,30,29,Anger,4
716,21,Non-binary,Facebook,40,1,10,4,12,Neutral,1
717,35,Female,Instagram,125,5,65,22,28,Anxiety,3
718,27,Male,Twitter,90,3,40,16,24,Sadness,5
719,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral,1
720,32,Female,Instagram,140,6,75,28,30,Happiness,0
721,26,Male,Facebook,75,2,30,14,20,Anxiety,3
722,24,Female,Twitter,105,4,35,20,23,Anger,4
723,29,Male,LinkedIn,60,2,17,8,15,Boredom,2
724,33,Non-binary,Instagram,190,8,105,36,50,Happiness,0
725,22,Female,Twitter,70,3,25,16,15,Sadness,5
726,31,Male,Facebook,80,2,20,10,20,Neutral,1
727,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety,3
728,25,Female,Instagram,160,6,85,26,30,Happiness,0
729,30,Male,Twitter,90,4,43,19,24,Anger,4
730,26,Non-binary,Facebook,45,1,8,4,12,Sadness,5
731,34,Female,LinkedIn,65,2,17,5,14,Boredom,2
732,28,Male,Instagram,145,7,80,30,35,Happiness,0
733,23,Non-binary,Twitter,70,3,30,14,18,Neutral,1
734,21,Female,Instagram,130,6,95,22,28,Sadness,5
735,29,Male,Facebook,65,2,27,11,22,Anxiety,3
736,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom,2
737,33,Female,Instagram,170,7,95,30,38,Happiness,0
738,27,Male,Twitter,85,4,45,18,24,Anger,4
739,22,Female,Instagram,115,3,60,17,30,Neutral,1
740,28,Non-binary,Facebook,100,2,22,12,25,Anxiety,3
741,31,Male,LinkedIn,45,1,9,4,10,Sadness,5
742,25,Female,Instagram,150,6,90,26,30,Happiness,0
743,29,Male,Twitter,95,4,50,22,22,Anger,4
744,23,Non-binary,Facebook,105,2,25,12,18,Neutral,1
745,35,Female,LinkedIn,60,1,15,7,14,Boredom,2
746,30,Male,Instagram,175,7,100,33,38,Happiness,0
747,21,Female,Twitter,90,3,37,14,20,Sadness,5
748,26,Non-binary,Facebook,75,2,30,12,18,Anxiety,3
749,32,Male,Instagram,130,5,80,28,31,Neutral,1
750,28,Female,LinkedIn,55,1,12,6,10,Boredom,2
751,Male,27,Instagram,165,6,85,30,28,Happiness,0
752,Female,24,Twitter,75,3,33,18,19,Anger,4
753,Non-binary,29,Facebook,85,2,27,9,20,Neutral,1
754,Female,33,Instagram,145,4,65,23,35,Sadness,5
755,Male,31,LinkedIn,60,1,15,7,17,Anxiety,3
756,Female,22,Whatsapp,70,2,42,10,21,Anxiety,3
757,Male,25,Telegram,90,3,22,11,22,Boredom,2
758,Non-binary,29,Snapchat,50,2,18,7,18,Sadness,5
759,Female,28,Twitter,95,4,48,22,25,Happiness,0
760,Male,27,Facebook,60,1,12,5,15,Boredom,2
761,Female,30,Instagram,175,6,72,30,33,Happiness,0
762,Male,23,Whatsapp,70,3,22,10,18,Anger,4
763,Non-binary,34,Telegram,80,2,21,8,20,Neutral,1
764,Female,26,Snapchat,120,4,55,18,30,Anxiety,3
765,Male,25,Twitter,90,6,42,14,26,Sadness,5
766,Non-binary,29,Facebook,60,1,12,4,12,Boredom,2
767,Male,28,Instagram,165,5,78,23,35,Happiness,0
768,Female,31,Whatsapp,65,2,27,10,20,Neutral,1
769,Male,27,Telegram,105,3,48,20,28,Anxiety,3
770,Non-binary,22,Snapchat,75,2,21,8,20,Sadness,5
771,Female,24,Instagram,140,4,65,22,30,Happiness,0
772,Male,35,Twitter,70,1,13,8,10,Boredom,2
773,Non-binary,21,Facebook,55,3,17,7,12,Neutral,1
774,Female,29,Whatsapp,90,2,24,12,22,Anger,4
775,Male,25,Telegram,80,4,30,13,25,Neutral,1
776,Non-binary,28,Snapchat,115,3,38,18,27,Anxiety,3
777,Female,32,Instagram,155,6,75,25,38,Happiness,0
778,Male,26,Twitter,75,2,23,12,18,Sadness,5
779,Non-binary,33,Facebook,65,1,13,7,14,Anxiety,3
780,Female,27,Whatsapp,90,4,37,18,20,Neutral,1
781,Male,31,Telegram,50,2,20,10,12,Sadness,5
782,Non-binary,24,Snapchat,85,3,33,20,18,Happiness,0
783,Female,34,Instagram,120,5,60,25,25,Anger,4
784,Male,22,Twitter,70,1,22,7,22,Neutral,1
785,Non-binary,29,Facebook,75,2,20,8,20,Boredom,2
786,Female,28,Whatsapp,100,4,37,14,26,Anxiety,3
787,Male,31,Telegram,85,3,45,20,28,Sadness,5
788,Non-binary,21,Snapchat,60,1,18,7,12,Neutral,1
789,25,Female,Instagram,170,6,83,30,33,Happiness,0
790,30,Male,Twitter,70,2,30,12,20,Anxiety,3
791,27,Non-binary,Facebook,50,1,10,4,10,Boredom,2
792,32,Female,Whatsapp,105,4,55,25,25,Anger,4
793,24,Male,Telegram,75,3,37,16,22,Neutral,1
794,29,Female,Snapchat,95,2,23,10,28,Sadness,5
795,26,Male,Instagram,150,5,70,25,30,Anxiety,3
796,33,Non-binary,Twitter,85,4,35,18,18,Boredom,2
797,22,Female,Facebook,70,1,14,6,10,Neutral,1
798,35,Male,Whatsapp,110,3,50,25,25,Happiness,0
799,28,Non-binary,Telegram,60,2,18,8,18,Anger,4
800,27,Female,Snapchat,120,4,40,18,22,Neutral,1
801,25,Female,Instagram,120,5,50,20,25,Happiness,0
802,30,Male,Twitter,90,4,30,20,22,Anger,4
803,22,Non-binary,Facebook,60,2,20,10,15,Neutral,1
804,28,Female,Instagram,200,8,110,40,45,Anxiety,3
805,33,Male,LinkedIn,45,1,10,5,12,Boredom,2
806,21,Male,Instagram,150,5,65,25,30,Happiness,0
807,27,Female,Twitter,85,3,40,18,20,Anger,4
808,24,Non-binary,Facebook,110,6,35,16,25,Sadness,5
809,29,Female,LinkedIn,55,2,15,5,10,Neutral,1
810,31,Male,Instagram,170,7,90,35,40,Happiness,0
811,23,Female,Twitter,75,4,45,20,25,Anxiety,3
812,26,Non-binary,Facebook,95,3,30,14,18,Sadness,5
813,34,Male,LinkedIn,65,1,14,6,15,Boredom,2
814,22,Female,Instagram,180,8,100,38,45,Happiness,0
815,28,Male,Twitter,100,6,50,30,29,Anger,4
816,21,Non-binary,Facebook,40,1,10,4,12,Neutral,1
817,35,Female,Instagram,125,5,65,22,28,Anxiety,3
818,27,Male,Twitter,90,3,40,16,24,Sadness,5
819,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral,1
820,32,Female,Instagram,140,6,75,28,30,Happiness,0
821,26,Male,Facebook,75,2,30,14,20,Anxiety,3
822,24,Female,Twitter,105,4,35,20,23,Anger,4
823,29,Male,LinkedIn,60,2,17,8,15,Boredom,2
824,33,Non-binary,Instagram,190,8,105,36,50,Happiness,0
825,22,Female,Twitter,70,3,25,16,15,Sadness,5
826,31,Male,Facebook,80,2,20,10,20,Neutral,1
827,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety,3
828,25,Female,Instagram,160,6,85,26,30,Happiness,0
829,30,Male,Twitter,90,4,43,19,24,Anger,4
830,26,Non-binary,Facebook,45,1,8,4,12,Sadness,5
831,34,Female,LinkedIn,65,2,17,5,14,Boredom,2
832,28,Male,Instagram,145,7,80,30,35,Happiness,0
833,23,Non-binary,Twitter,70,3,30,14,18,Neutral,1
834,21,Female,Instagram,130,6,95,22,28,Sadness,5
835,29,Male,Facebook,65,2,27,11,22,Anxiety,3
836,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom,2
837,33,Female,Instagram,170,7,95,30,38,Happiness,0
838,27,Male,Twitter,85,4,45,18,24,Anger,4
839,22,Female,Instagram,115,3,60,17,30,Neutral,1
840,28,Non-binary,Facebook,100,2,22,12,25,Anxiety,3
841,31,Male,LinkedIn,45,1,9,4,10,Sadness,5
842,25,Female,Instagram,150,6,90,26,30,Happiness,0
843,29,Male,Twitter,95,4,50,22,22,Anger,4
844,23,Non-binary,Facebook,105,2,25,12,18,Neutral,1
845,35,Female,LinkedIn,60,1,15,7,14,Boredom,2
846,30,Male,Instagram,175,7,100,33,38,Happiness,0
847,21,Female,Twitter,90,3,37,14,20,Sadness,5
848,26,Non-binary,Facebook,75,2,30,12,18,Anxiety,3
849,32,Male,Instagram,130,5,80,28,31,Neutral,1
850,28,Female,LinkedIn,55,1,12,6,10,Boredom,2
851,27,Male,Instagram,165,6,85,30,28,Happiness,0
852,24,Female,Twitter,75,3,33,18,19,Anger,4
853,29,Non-binary,Facebook,85,2,27,9,20,Neutral,1
854,33,Female,Instagram,145,4,65,23,35,Sadness,5
855,31,Male,LinkedIn,60,1,15,7,17,Anxiety,3
856,22,Female,Whatsapp,70,2,42,10,21,Anxiety,3
857,25,Male,Telegram,90,3,22,11,22,Boredom,2
858,29,Non-binary,Snapchat,50,2,18,7,18,Sadness,5
859,28,Female,Twitter,95,4,48,22,25,Happiness,0
860,27,Male,Facebook,60,1,12,5,15,Boredom,2
861,30,Female,Instagram,175,6,72,30,33,Happiness,0
862,23,Male,Whatsapp,70,3,22,10,18,Anger,4
863,34,Non-binary,Telegram,80,2,21,8,20,Neutral,1
864,26,Female,Snapchat,120,4,55,18,30,Anxiety,3
865,25,Male,Twitter,90,6,42,14,26,Sadness,5
866,29,Non-binary,Facebook,60,1,12,4,12,Boredom,2
867,28,Male,Instagram,165,5,78,23,35,Happiness,0
868,31,Female,Whatsapp,65,2,27,10,20,Neutral,1
869,27,Male,Telegram,105,3,48,20,28,Anxiety,3
870,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,5
871,24,Female,Instagram,140,4,65,22,30,Happiness,0
872,35,Male,Twitter,70,1,13,8,10,Boredom,2
873,21,Non-binary,Facebook,55,3,17,7,12,Neutral,1
874,29,Female,Whatsapp,90,2,24,12,22,Anger,4
875,25,Male,Telegram,80,4,30,13,25,Neutral,1
876,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,3
877,32,Female,Instagram,155,6,75,25,38,Happiness,0
878,26,Male,Twitter,75,2,23,12,18,Sadness,5
879,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,3
880,27,Female,Whatsapp,90,4,37,18,20,Neutral,1
881,31,Male,Telegram,50,2,20,10,12,Sadness,5
882,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,0
883,34,Female,Instagram,120,5,60,25,25,Anger,4
884,22,Male,Twitter,70,1,22,7,22,Neutral,1
885,29,Non-binary,Facebook,75,2,20,8,20,Boredom,2
886,28,Female,Whatsapp,100,4,37,14,26,Anxiety,3
887,31,Male,Telegram,85,3,45,20,28,Sadness,5
888,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,1
889,25,Female,Instagram,170,6,83,30,33,Happiness,0
890,30,Male,Twitter,70,2,30,12,20,Anxiety,3
891,27,Non-binary,Facebook,50,1,10,4,10,Boredom,2
892,32,Female,Whatsapp,105,4,55,25,25,Anger,4
893,24,Male,Telegram,75,3,37,16,22,Neutral,1
894,29,Female,Snapchat,95,2,23,10,28,Sadness,5
895,26,Male,Instagram,150,5,70,25,30,Anxiety,3
896,33,Non-binary,Twitter,85,4,35,18,18,Boredom,2
897,22,Female,Facebook,70,1,14,6,10,Neutral,1
898,35,Male,Whatsapp,110,3,50,25,25,Happiness,0
899,28,Non-binary,Telegram,60,2,18,8,18,Anger,4
900,27,Female,Snapchat,120,4,40,18,22,Neutral,1
901,25,Female,Instagram,120,5,50,20,25,Happiness,0
902,30,Male,Twitter,90,4,30,20,22,Anger,4
903,22,Non-binary,Facebook,60,2,20,10,15,Neutral,1
904,28,Female,Instagram,200,8,110,40,45,Anxiety,3
905,33,Male,LinkedIn,45,1,10,5,12,Boredom,2
906,21,Male,Instagram,150,5,65,25,30,Happiness,0
907,27,Female,Twitter,85,3,40,18,20,Anger,4
908,24,Non-binary,Facebook,110,6,35,16,25,Sadness,5
909,29,Female,LinkedIn,55,2,15,5,10,Neutral,1
910,31,Male,Instagram,170,7,90,35,40,Happiness,0
911,23,Female,Twitter,75,4,45,20,25,Anxiety,3
